track,album,album_type,artist,release_date,recording_period,producers,writers,vocals
Do for the Others,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,Stephen Stills
Go Back Home,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,"Stephen Stills, David Crosby, Rita Coolidge, Priscilla Jones, John Sebastion, Cass Elliot, Claudia Lennear"
Love the One You're With,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,"Stephen Stills, Rita Coolidge, Graham Nash"
Old Times Good Times,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,Stephen Stills
Sit Yourself Down,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,"Stephen Stills, Rita Coolidge, Priscilla Jones, John Sebastion, Cass Elliot, Claudia Lennear"
To a Flame,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,Stephen Stills
We Are Not Helpless,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,"Stephen Stills, Stephen Stills, David Crosby, Rita Coolidge, Priscilla Jones, John Sebastion, Cass Elliot, Claudia Lennear, Sherlie Matthews"
Bluebird Revisited,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Change Partners,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Ecology Song,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Fishes and Scorpions,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Know You Got to Run,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,"Stephen Stills, John Hopkins",Stephen Stills
Marianne,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Nothin' to Do but Today,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Open Secret,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Relaxing Town,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Singin' Call,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Sugar Babe,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Word Game,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
As I Come of Age,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,"Stephen Stills, David Crosby, Graham Nash"
Cold Cold World,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers","Dacus, Stills","Stephen Stills, Donnie Dacus, Betty Wright"
First Things First,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers","Joe Schermie, Jon Smith, Stills","Stephen Stills, Kenny Passarelli, David Crosby, Graham Nash"
In The Way,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,"Stephen Stills, Donnie Dacus, Kenny Passarelli"
Love Story,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,"Stephen Stills, Donnie Dacus, Kenny Passarelli, Rick Roberts"
My Angel,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers","Stills, Dallas Taylor",Stephen Stills
My Favorite Changes,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,"Stephen Stills, Danny Hutton, Kenny Passarelli, Peggy Clinger"
Myth of Sisyphus,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers","Kenny Passarelli, Stills","Stephen Stills, Donnie Dacus, Claudia Lennear"
New Mama,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Neil Young,"Stephen Stills, Donnie Dacus, Rick Roberts"
Shuffle Just As Bad,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,"Stephen Stills, Kenny Passarelli"
To Mama From Christopher And The Old Man,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,Stephen Stills
Turn Back the Pages,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers","Donnie Dacus, Stills","Stephen Stills, Donnie Dacus, Marcy Levy"
Amazonia,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Ballad of Hollis Brown,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Bob Dylan,Stephen Stills
Blind Fiddler Medley,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Everybody's Talkin',Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Fred Neil,Stephen Stills
In My Life,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,"John Lennon, Paul McCartney",Stephen Stills
Isn't It So,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Just Isn't Like You,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Singin' Call,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
The Right Girl,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Treetop Flyer,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Albert's Shuffle,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,"Al Kooper, Mike Bloomfield",Al Kooper
Blues for Nothing (outtake),Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Kooper,Al Kooper
Fat Grey Cloud,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,"Kooper, Bloomfield",Al Kooper
Harvey's Tune,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Harvey Brooks,Al Kooper
His Holy Modal Majesty,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,"Kooper, Bloomfield",Al Kooper
"It Takes a Lot to Laugh, It Takes a Train to Cry",Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Bob Dylan,Al Kooper
Man's Temptation,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Curtis Mayfield,Al Kooper
Really,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,"Kooper, Bloomfield",Al Kooper
Season of the Witch,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Donovan Leitch,Al Kooper
Stop,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,"Jerry Ragovoy, Mort Shuman",Al Kooper
You Don't Love Me,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Willie Cobbs,Al Kooper
Beaucoup Yumbo,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,"Stills, Joe Vitale",Stephen Stills
Can't Get No Booty,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,"Danny Kortchmar, Stills","Stephen Stills, Danny Kortchmar"
Lowdown,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,"Stephen Stills, Mike Finnigan, George Perry, Brooks Hunnicutt, Kitty Pritikin, Verna Richardson, Lisa Roberts"
Midnight Rider,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Gregg Allman,"Stephen Stills, Dave Mason"
Not Fade Away,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,"Buddy Holly, Norman Petty","Stephen Stills, George Perry, Joe Vitale"
Thoroughfare Gap,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,Stephen Stills
We Will Go On,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,"Stephen Stills, John Sambarato"
What's the Game,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,"Stephen Stills, Andy Gibb, Dave Mason, John Sambarato"
Woman Lleva,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,Stephen Stills
You Can't Dance Alone,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,"Stephen Stills, Andy Gibb, Dave Mason, John Sambarato"
Colorado,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Crossroads/You Can't Catch Me,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Fallen Eagle,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Jesus Gave Love Away for Free,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Old Man Trouble,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
One Moment at a Time,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Take Me Back to Ohio Valley,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Everybody Knows,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills","Leonard Cohen, Sharon Robinson","Stephen Stills, Judy Collins"
Girl from the North Country,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Dylan,"Stephen Stills, Judy Collins"
Handle with Care,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills","Bob Dylan, Jeff Lynne, Tom Petty, George Harrison, Roy Orbison","Stephen Stills, Judy Collins"
Houses,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Collins,"Stephen Stills, Judy Collins"
Judy,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Stills,"Stephen Stills, Judy Collins"
Questions,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Stills,"Stephen Stills, Judy Collins"
Reason to Believe,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Tim Hardin,"Stephen Stills, Judy Collins"
River of Gold,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Judy Collins,"Stephen Stills, Judy Collins"
So Begins the Task,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Stephen Stills,"Stephen Stills, Judy Collins"
Who Knows Where the Time Goes,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Sandy Denny,"Stephen Stills, Judy Collins"
Buyin' Time,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman",Stephen Stills,Stephen Stills
Circlin',Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Kenny Passarelli, Stills",Stephen Stills
Closer to You,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Dacus, Warner Schwebke, Stills",Stephen Stills
Different Tongues,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Stills, Donnie Dacus",Stephen Stills
Midnight in Paris,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Donnie Dacus, Véronique Sanson",Stephen Stills
No Me Niegas,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman",Stephen Stills,Stephen Stills
Ring of Love,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Dacus, Stills",Stephen Stills
Soldier,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Donnie Dacus, Stills",Stephen Stills
Stateline Blues,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman",Stephen Stills,Stephen Stills
The Loner,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman",Neil Young,Stephen Stills
All I Know Is What You Tell Me,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Black Queen,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Bumblebee (Do You Need a Place to Hide?),"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Change Partners,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Dreaming of Snakes,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Helplessly Hoping,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Know You've Got to Run,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
So Begins the Task,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Suite: Judy Blue Eyes,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
The Doctor Will See You Now,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Treetop Flyer,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Wooden Ships,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,"Stills, David Crosby, Paul Kantner",Stephen Stills
4 + 20,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Blind Fiddler  ,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Bob Dylan,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Bluebird  ,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
For What It's Worth,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Girl from the North Country,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Isn't It About Time,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Johnny's Garden,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Love the One You're With,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Rock & Roll Woman,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Suite: Judy Blue Eyes,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Treetop Flyer,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Wounded World,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,"Graham Nash, Stills, Rocke Grace, Kenny Passarelli, Joe Vitale, Joe Walsh","Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Wrong Thing to Do,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Tom Petty,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Acadienne,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,"Stephen Stills, Mike Finnigan, Graham Nash"
Ain't It Always,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,"Stephen Stills, Mike Finnigan, George ""Chocolate"" Perry, Joe Vitale"
Around Us,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,"Joe Vitale, Stills","Stephen Stills, Dorian Holley, Mortonette Jenkins, Marlena Jeter"
Different Man,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,,"Stephen Stills, Neil Young"
Drivin' Thunder,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,"Stills, Neil Young",Stephen Stills
Feed the People,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,"Stephen Stills, Mike Finnigan, Dorian Holley, Brooks Hunnicutt, Mortonette Jenkins, Marlena Jeter, Graham Nash"
Hearts Gate,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
I Don't Get It,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,"Stephen Stills, Dorian Holley, Mortonette Jenkins, Marlena Jeter, Jennifer Stills"
Ole Man Trouble,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Booker T. Jones,"Stephen Stills, Dorian Holley, Mortonette Jenkins, Marlena Jeter"
Piece of Me,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
Round the Bend,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
Spanish Suite,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,"Stephen Stills, Mike Finnigan, Brooks Hunnicutt"
Wounded World,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,"Stills, Graham Nash","Stephen Stills, Dorian Holley, Mortonette Jenkins, Marlena Jeter, Graham Nash"
50/50,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Joe Lala, Stills","Stephen Stills, Mike Finnigan, Graham Nash, John Sambarato"
Can't Let Go,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Joe Esposito, Ali Willis","Stephen Stills, Mike Finnigan"
Flaming Heart,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,Ray Arnott,Stephen Stills
Grey to Green,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Stills, James Newton Howard","Stephen Stills, Mike Finnigan, Graham Nash"
Love Again,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,Stephen Stills,"Stephen Stills, Mike Finnigan"
No Hiding Place,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Louise Cirtain, Gladys Stacey, A. P. Carter, additional lyrics Stephen Stills","Stephen Stills, Mike Finnigan, Bernie Leadon, Herb Pedersen, Chris Hillman, Graham Nash"
No Problem,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,Stephen Stills,"Stephen Stills, Mike Finnigan"
Only Love Can Break Your Heart,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Neil Young, additional lyrics Stephen Stills","Stephen Stills, Mike Finnigan, Graham Nash"
Right by You,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,Stephen Stills,Stephen Stills
Stranger,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Stills, Christopher Stills","Stephen Stills, Mike Finnigan, Graham Nash, John Sambarato"
Black Queen,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,Stephen Stills
Cherokee,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,Stephen Stills
Church (Part of Someone),Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,"Stephen Stills, Judith Powell, Larry Steele, Liza Strike, Tony Wilson"
Do for the Others,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,Stephen Stills
Go Back Home,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,"Stephen Stills, David Crosby, Rita Coolidge, Priscilla Jones, John Sebastion, Cass Elliot, Claudia Lennear"
Love the One You're With,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,"Stephen Stills, Rita Coolidge, Graham Nash"
Old Times Good Times,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,Stephen Stills
Sit Yourself Down,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,"Stephen Stills, Rita Coolidge, Priscilla Jones, John Sebastion, Cass Elliot, Claudia Lennear"
To a Flame,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,Stephen Stills
We Are Not Helpless,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,"Stephen Stills, Stephen Stills, David Crosby, Rita Coolidge, Priscilla Jones, John Sebastion, Cass Elliot, Claudia Lennear, Sherlie Matthews"
Bluebird Revisited,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Change Partners,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Ecology Song,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Fishes and Scorpions,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Know You Got to Run,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,"Stephen Stills, John Hopkins",Stephen Stills
Marianne,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Nothin' to Do but Today,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Open Secret,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Relaxing Town,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Singin' Call,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Sugar Babe,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
Word Game,Stephen Stills 2,studio,Stephen Stills,1971-30-06,February–May 1971,Bill Halverson,Stephen Stills,Stephen Stills
As I Come of Age,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,"Stephen Stills, David Crosby, Graham Nash"
Cold Cold World,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers","Dacus, Stills","Stephen Stills, Donnie Dacus, Betty Wright"
First Things First,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers","Joe Schermie, Jon Smith, Stills","Stephen Stills, Kenny Passarelli, David Crosby, Graham Nash"
In The Way,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,"Stephen Stills, Donnie Dacus, Kenny Passarelli"
Love Story,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,"Stephen Stills, Donnie Dacus, Kenny Passarelli, Rick Roberts"
My Angel,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers","Stills, Dallas Taylor",Stephen Stills
My Favorite Changes,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,"Stephen Stills, Danny Hutton, Kenny Passarelli, Peggy Clinger"
Myth of Sisyphus,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers","Kenny Passarelli, Stills","Stephen Stills, Donnie Dacus, Claudia Lennear"
New Mama,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Neil Young,"Stephen Stills, Donnie Dacus, Rick Roberts"
Shuffle Just As Bad,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,"Stephen Stills, Kenny Passarelli"
To Mama From Christopher And The Old Man,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers",Stephen Stills,Stephen Stills
Turn Back the Pages,Stills,studio,Stephen Stills,1975-23-06,"1971, 1973–1975","Bill Halverson, The Albert Brothers","Donnie Dacus, Stills","Stephen Stills, Donnie Dacus, Marcy Levy"
Amazonia,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
