track,album,album_type,artist,album_duration,release_date,recording_period,recording_location,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers,user_rating
Encore,This Path Tonight,studio,Graham Nash,41:43:00,,,,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",,,,,"Shane Fontayne, Graham Nash",
Encore Rap,Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion","Blues-Rock, Heartland Rock, Modern Electric Blues",,,,Neil Young,8.0
Ever After,Chrome Dreams II,studio,Neil Young,1:06:13,,,Feelgood's Garage,Pop/Rock,"Album Rock, Country-Rock, Hard Rock","Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Autumn, Rainy Day, Reflection","Pop/Rock, Country","Singer/Songwriter, Country-Rock, Album Rock","Reflective, Whimsical, Wistful, Intimate, Earnest, Earthy, Greasy, Insular, Literate, Nostalgic, Passionate, Self-Conscious, Somber, Weary, Organic, Searching, Laid-Back/Mellow, Melancholy","Introspection, Reflection, Solitude",Neil Young,8.0
Everybody I Love You,Deja Vu ,studio,"Crosby, Stills, Nash & Young",35:34:00,,,"Wally Heiders Studio III, Los Angeles, CA",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Laid-Back/Mellow, Literate, Amiable/Good-Natured, Autumnal, Earnest, Gentle, Intimate, Organic, Plaintive, Poignant, Wistful","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Hard Rock","Amiable/Good-Natured, Earthy, Freewheeling, Gritty, Organic, Raucous, Rollicking, Rousing","Hanging Out, Late Night","Stephen Stills, Neil Young",10.0
Everybody Knows,Everybody Knows,studio,Stephen Stills,40:45:00,,,"Straygator Sound, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,"Leonard Cohen, Sharon Robinson",8.0
Everybody Knows This Is Nowhere,Noise and Flowers,live,Neil Young,1:14:49,,,,Pop/Rock,"Album Rock, Hard Rock, Contemporary Pop/Rock, Country-Rock","Autumnal, Earnest, Organic, Earthy, Intimate, Provocative, Quirky, Reflective, Searching, Angry, Bittersweet, Brooding, Confrontational, Eccentric, Laid-Back/Mellow, Meandering, Messy, Plaintive, Ramshackle, Rousing, Somber, Volatile, Weary, Acerbic, Ambitious, Angst-Ridden, Bitter, Brash, Cathartic, Complex, Difficult, Harsh, Literate, Nocturnal, Pastoral, Poignant, Rustic, Sad, Sweet, Wistful, Gentle, Gloomy, Melancholy, Rowdy, Aggressive","Autumn, Politics/Society, Introspection, Reflection, Feeling Blue, Late Night, Solitude",,,,,Neil Young,7.0
Everybody's Talkin',Stills Alone,studio,Stephen Stills,30:36:00,,,"Audio Vision Recording Studios, Miami, FL",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,,,,,Fred Neil,8.0
Everybody's Talkin' at Me,Live,live,Stephen Stills,34:55:00,1975-11,"March 8, 1974 - March 9, 1974","Auditorium Theatre, Chicago, IL",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Fred Neil,8.0
Exit Sounds,Another Stoney Evening,studio,David Crosby,1:15:11,1998-13-01,10-Oct-71,,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sentimental, Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Wistful","Daydreaming, Dinner Ambiance",,,,,"David Crosby, Graham Nash",8.0
Fair Game,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Singer/Songwriter,Sentimental,,Stephen Stills,8.0
Faith in Me,Looking Forward,studio,"Crosby, Stills, Nash & Young",52:54:00,,"January 23, 1997 - July 21, 1999"," Conway Studio, l Ain Bou Kellal Ga Ga's Room, Los Angeles, CA Ocean Studios, Burbank, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,"Stephen Stills, Joe Vitale",7.0
Fallen Angel,Mirror Ball,studio,Neil Young,55:21:00,,"January 26, 1995 - February 26, 1995","A & M Studios, Hollywood, CA",Pop/Rock,"Album Rock, American Trad Rock, Country-Rock, Hard Rock","Pastoral, Rustic, Gritty, Sentimental, Calm/Peaceful, Gutsy, Insular, Intimate, Laid-Back/Mellow, Melancholy, Plaintive, Reflective, Relaxed, Sad, Weary, Wistful, Yearning, Autumnal, Bittersweet, Earthy, Literate","Comfort, Drinking, Feeling Blue, Heartache, Late Night, Regret, Reflection",Pop/Rock,"Album Rock, American Trad Rock, Country-Rock, Singer/Songwriter, Southern Rock","Rustic, Romantic, Sentimental, Autumnal, Bittersweet, Earnest, Earthy, Intimate, Laid-Back/Mellow, Melancholy, Organic, Plaintive, Reflective, Searching, Weary, Wistful, Yearning","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Regret, Solitude, Politics/Society",Neil Young,6.0
Fallen Eagle,Bread and Roses Festival (Live),live,Stephen Stills,1:08:50,,,,Pop/Rock,,,,,,,,,8.0
Falling Off the Face of the Earth,Prairie Wind,studio,Neil Young,52:05:00,,"March, 2005","Master-Link, Nashville, TN",Pop/Rock,Country-Rock,"Autumnal, Bittersweet, Laid-Back/Mellow, Plaintive, Poignant, Reflective, Sentimental, Warm, Wistful","Autumn, Comfort, Introspection, Reflection",Pop/Rock,"American Trad Rock, Country-Rock, Album Rock, Singer/Songwriter, Soft Rock, Southern Rock","Rustic, Romantic, Sentimental, Autumnal, Earnest, Earthy, Intimate, Organic, Reflective, Relaxed, Weary, Wistful","Comfort, In Love, Introspection, Reflection",,7.0
Families,Living with War,studio,Neil Young,41:47:00,,"March, 2006 - April, 2006",,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",Sentimental,,Neil Young,7.0
Far from Home,Prairie Wind,studio,Neil Young,52:05:00,,"March, 2005","Master-Link, Nashville, TN",Pop/Rock,Country-Rock,"Autumnal, Bittersweet, Laid-Back/Mellow, Plaintive, Poignant, Reflective, Sentimental, Warm, Wistful","Autumn, Comfort, Introspection, Reflection",Pop/Rock,"American Trad Rock, Country-Rock, Album Rock, Singer/Songwriter, Southern Rock","Rustic, Sentimental, Autumnal, Earnest, Earthy, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Searching, Wistful, Yearning","Comfort, Introspection, Reflection, Reminiscing",Neil Young,7.0
Feed the People,Man Alive!,studio,Stephen Stills,57:51:00,,,,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock, Album Rock","Intimate, Laid-Back/Mellow, Literate, Amiable/Good-Natured, Pastoral, Reflective, Relaxed, Summery, Earnest, Organic, Poignant, Sentimental, Smooth, Warm, Wistful, Gentle, Autumnal, Soothing, Sweet","Freedom, Hanging Out, Imagination, Late Night, Road Trip",,,,,Stephen Stills,7.0
Feel Your Love,American Dream,studio,"Crosby, Stills, Nash & Young",57:31:00,,"March 3, 1988 - September 16, 1988","Redwood Digital Studios, Woodside, CA",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",,,,,Neil Young,6.0
Field of Opportunity,Comes a Time,studio,Neil Young,35:39:00,,"November 28, 1975 - November 21, 1977"," Broken Arrow, Redwood City, CA Columbia, London, England Sound Shop Recording Studios, Nashville, TN ",Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Soft Rock","Bittersweet, Calm/Peaceful, Earthy, Laid-Back/Mellow, Light, Plaintive, Poignant, Reflective, Relaxed, Soft/Quiet, Soothing, Sweet, Warm, Ambitious, Brooding, Cathartic, Difficult, Pastoral, Rustic, Searching, Acerbic, Angst-Ridden, Complex, Earnest, Eccentric, Literate, Melancholy, Messy, Nocturnal, Organic, Provocative, Quirky, Ramshackle, Rousing, Smooth, Volatile, Weary, Autumnal, Confrontational, Gentle, Harsh, Intimate, Wistful, Cerebral, Meandering, Refined, Sad, Somber, Angry, Bitter, Brash, Exuberant, Nihilistic, Self-Conscious, Aggressive, Bleak, Cynical/Sarcastic, Druggy, Eerie, Gloomy, Rollicking, Rowdy, Trippy","Autumn, Politics/Society, Reflection, Feeling Blue, Introspection, Heartache, Late Night, Solitude",Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Calm/Peaceful, Earnest, Laid-Back/Mellow, Light, Lively, Poignant, Reflective, Relaxed, Smooth, Soft/Quiet, Soothing, Springlike, Sweet, Warm","At the Office, Comfort, Day Driving, Hanging Out, Relaxation, Spring, Sunday Afternoon, The Great Outdoors",Neil Young,9.0
Fieldworker,Wind on the Water,studio,Crosby & Nash,40:57:00,,,,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage","Organic, Rebellious",,Graham Nash,8.0
Find a Dream,After the Storm,studio,"Crosby, Stills & Nash",45:56:00,,"January 27, 1994 - July 1, 1994","Groove Masters Studio, Santa Monica, CA",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Stephen Stills,6.0
Find a Heart,Croz,studio,David Crosby,47:03:00,,," Groove Masters, Santa Monica, CA Jazz At The Lincoln Center, New York, NY Radio Hill Recorders, Los Angeles, CA ",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon",,,,,"David Crosby, Marcus Eaton, James Raymond",7.0
Find the Cost of Freedom,4 Way Street,live,"Crosby, Stills, Nash & Young",1:49:44,,"June 2, 1970 - July, 1970",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Soft Rock, Album Rock, Singer/Songwriter","Innocent, Laid-Back/Mellow, Light, Organic, Refined, Relaxed, Soft/Quiet, Warm, Wistful, Yearning, Amiable/Good-Natured, Earnest, Gentle, Intimate, Plaintive, Reflective, Bittersweet, Delicate, Insular, Literate, Poignant, Searching, Soothing, Spiritual, Sweet, Weary, Sentimental, Precious","Comfort, Day Driving, Hanging Out, Introspection, Reflection, Relaxation, Solitude",Stephen Stills,9.0
Fire Down Below,This Path Tonight,studio,Graham Nash,41:43:00,,,,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",,,,,"Shane Fontayne, Graham Nash",
First Things First,Stills,studio,Stephen Stills,38:19:00,1975-06,," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,"Joe Schermie, Jo Smith, Stephen Stills",8.0
Fishes and Scorpions,Stephen Stills 2,studio,Stephen Stills,43:02:00,1971,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Literate, Passionate, Strong, Autumnal, Earnest, Intimate, Laid-Back/Mellow, Lively, Organic, Reflective, Sentimental, Wistful, Pastoral, Bittersweet, Freewheeling, Playful, Reverent, Rousing, Street-Smart","Freedom, Imagination, Late Night, Road Trip, Hanging Out, Relaxation",Pop/Rock,"Contemporary Pop/Rock, Psychedelic/Garage, Singer/Songwriter","Dreamy, Lively, Restrained, Sentimental",,Stephen Stills,8.0
Flags of Freedom,Living with War,studio,Neil Young,41:47:00,,"March, 2006 - April, 2006",,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",,,Neil Young,7.0
Flaming Heart,Right By You,studio,Stephen Stills,37:46:00,1984,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,,6.0
Florida,Homegrown,studio,Neil Young,35:17:00,,," Broken Arrow Ranch Studio, Woodside, CA Quadraphonic Studios, Nashville Ramport Studios, London ",Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Album Rock","Calm/Peaceful, Druggy, Light, Messy, Ramshackle, Relaxed, Soft/Quiet, Soothing, Sweet, Urgent, Warm, Weary, Angst-Ridden, Autumnal, Bittersweet, Brooding, Cathartic, Intimate, Laid-Back/Mellow, Lazy, Melancholy, Plaintive, Poignant, Reflective, Sad, Smooth, Somber, Wistful, Gentle","Open Road, Reflection, Relaxation, Reminiscing, Sunday Afternoon, Day Driving, The Great Outdoors, Daydreaming, Stay in Bed, Good Times, Loss/Grief",,,,,Neil Young,9.0
Flying Man,Oh Yes I Can,studio,David Crosby,42:35:00,,,,Pop/Rock,Contemporary Pop/Rock,"Earnest, Intimate, Poignant, Reflective, Bittersweet, Gentle, Plaintive, Wistful","Drugs, Introspection, Passion, Politics/Society, Reflection, Relationships",,,,,"David Crosby, Craig Doerge",7.0
Follow Your Heart,Now,studio,Graham Nash,38:38:00,,,Brooklyn Recording,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion","Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",,,,,Graham Nash,
Fontainebleau,Long May You Run,studio,The Stills-Young Band,1:12:10,10/9/1976,"February 16, 1976 - June 7, 1976","Criteria Recording Studios, Miami, FL",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Country-Rock, Singer/Songwriter","Pastoral, Rustic, Autumnal, Bittersweet, Confrontational, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Ambitious, Complex, Earnest, Meandering, Messy, Organic, Ramshackle, Searching","Introspection, Reflection",,,,,Neil Young,7.0
Fool for Your Love,"Road Rock, Vol. 1",live,Neil Young,1:04:25,,,,Pop/Rock,"Album Rock, Country-Rock, Hard Rock","Pastoral, Rustic, Autumnal, Bittersweet, Brooding, Confrontational, Earthy, Literate, Poignant, Reflective, Ambitious, Complex, Earnest, Meandering, Messy, Organic, Ramshackle, Searching","Introspection, Reflection",,,Yearning,,Neil Young,5.0
Foolish Man,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,David Crosby,7.0
For Free,For Free,studio,David Crosby,37:29:00,,," Groove Masters, Santa Monica HZ Werks, Van Nuys Joel Jacks Studios, Santa Ynez ","Folk, Pop/Rock","Contemporary Singer/Songwriter, Jazz-Rock, Adult Contemporary","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,Joni Mitchell,7.0
For the Turnstiles,On the Beach,studio,Neil Young,39:34:00,,"November 30, 1973 - April 7, 1974","Broken Arrow Studios, San Francisco, CA",Pop/Rock,"Country-Rock, Singer/Songwriter, Album Rock","Druggy, Earthy, Messy, Ramshackle, Urgent, Weary, Ambitious, Difficult, Pastoral, Rustic, Searching, Acerbic, Angst-Ridden, Autumnal, Bittersweet, Brooding, Cathartic, Complex, Earnest, Eccentric, Intimate, Laid-Back/Mellow, Lazy, Literate, Melancholy, Nocturnal, Organic, Plaintive, Poignant, Provocative, Quirky, Reflective, Rousing, Sad, Somber, Volatile, Wistful, Confrontational, Harsh, Cerebral, Meandering, Refined, Angry, Bitter, Brash, Exuberant, Nihilistic, Self-Conscious, Aggressive, Bleak, Cynical/Sarcastic, Eerie, Gentle, Gloomy, Rollicking, Rowdy, Sweet, Trippy","Autumn, Loss/Grief, Politics/Society, Reflection, Feeling Blue, Introspection, Heartache, Late Night, Solitude","Pop/Rock, Country","Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Country-Rock","Bittersweet, Earthy, Eccentric, Gritty, Laid-Back/Mellow, Lazy, Organic, Ramshackle, Reflective, Weary, Optimistic","Feeling Blue, Hanging Out, Introspection, Rainy Day, Reflection, The Great Outdoors",Neil Young,10.0
For What It's Worth,Live At Shepherd's Bush,live,Stephen Stills,1:19:53,,,,Pop/Rock,"Singer/Songwriter, Album Rock","Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",,,,,Stephen Stills,8.0
Fork In the Road,Fork in the Road,studio,Neil Young,38:40:00,,,"Legacy Studios, New York, NY","Pop/Rock, Folk","Album Rock, Country-Rock, Hard Rock, Protest Songs","Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Day Driving, Night Driving, Rainy Day, Reflection, The Great Outdoors",,,,,Neil Young,7.0
Four Days Gone,Live,live,Stephen Stills,34:55:00,1975-11,"March 8, 1974 - March 9, 1974","Auditorium Theatre, Chicago, IL",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Stephen Stills,8.0
Four Strong Winds,Comes a Time,studio,Neil Young,35:39:00,,"November 28, 1975 - November 21, 1977"," Broken Arrow, Redwood City, CA Columbia, London, England Sound Shop Recording Studios, Nashville, TN ",Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Soft Rock","Bittersweet, Calm/Peaceful, Earthy, Laid-Back/Mellow, Light, Plaintive, Poignant, Reflective, Relaxed, Soft/Quiet, Soothing, Sweet, Warm, Ambitious, Brooding, Cathartic, Difficult, Pastoral, Rustic, Searching, Acerbic, Angst-Ridden, Complex, Earnest, Eccentric, Literate, Melancholy, Messy, Nocturnal, Organic, Provocative, Quirky, Ramshackle, Rousing, Smooth, Volatile, Weary, Autumnal, Confrontational, Gentle, Harsh, Intimate, Wistful, Cerebral, Meandering, Refined, Sad, Somber, Angry, Bitter, Brash, Exuberant, Nihilistic, Self-Conscious, Aggressive, Bleak, Cynical/Sarcastic, Druggy, Eerie, Gloomy, Rollicking, Rowdy, Trippy","Autumn, Politics/Society, Reflection, Feeling Blue, Introspection, Heartache, Late Night, Solitude",Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Soft Rock","Calm/Peaceful, Gentle, Laid-Back/Mellow, Light, Poignant, Reflective, Relaxed, Smooth, Soft/Quiet, Soothing, Sweet, Warm, Bittersweet, Wistful, Yearning","At the Office, Comfort, Day Driving, Hanging Out, Relaxation, Sunday Afternoon, The Great Outdoors",Ian Tyson,9.0
From Hank To Hendrix,Harvest Moon,studio,Neil Young,51:39:00,,"September, 1991 - February, 1992","Redwood Digital Studios, Woodside, CA",Pop/Rock,"Album Rock, Country-Rock","Pastoral, Rustic, Autumnal, Bittersweet, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Complex, Earnest, Meandering, Organic, Ramshackle, Searching","Introspection, Reflection",Pop/Rock,"Country-Rock, Folk-Rock, Psychedelic/Garage, Adult Contemporary, Singer/Songwriter","Autumnal, Bittersweet, Gentle, Laid-Back/Mellow, Poignant, Reflective, Warm, Wistful, Relaxed, Soft/Quiet, Dreamy, Sentimental, Soothing, Yearning","Autumn, Feeling Blue, Heartache, Reflection, Introspection, In Love, Rainy Day",Neil Young,7.0
Frozen Smiles,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",Lively,,Graham Nash,
Fuckin' Up,Noise and Flowers,live,Neil Young,1:14:49,,,,Pop/Rock,"Album Rock, Hard Rock, Contemporary Pop/Rock, Country-Rock","Autumnal, Earnest, Organic, Earthy, Intimate, Provocative, Quirky, Reflective, Searching, Angry, Bittersweet, Brooding, Confrontational, Eccentric, Laid-Back/Mellow, Meandering, Messy, Plaintive, Ramshackle, Rousing, Somber, Volatile, Weary, Acerbic, Ambitious, Angst-Ridden, Bitter, Brash, Cathartic, Complex, Difficult, Harsh, Literate, Nocturnal, Pastoral, Poignant, Rustic, Sad, Sweet, Wistful, Gentle, Gloomy, Melancholy, Rowdy, Aggressive","Autumn, Politics/Society, Introspection, Reflection, Feeling Blue, Late Night, Solitude",,,,,"Frank Sampedro, Neil Young",7.0
Fuel Line,Fork in the Road,studio,Neil Young,38:40:00,,,"Legacy Studios, New York, NY","Pop/Rock, Folk","Album Rock, Country-Rock, Hard Rock, Protest Songs","Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Day Driving, Night Driving, Rainy Day, Reflection, The Great Outdoors",Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock, Album Rock","Crunchy, Gritty, Earnest, Literate, Lazy, Summery, Earthy, Sentimental, Street-Smart, Freewheeling, Relaxed, Theatrical, Greasy, Whimsical","Day Driving, Hanging Out, Road Trip, The Great Outdoors",Neil Young,7.0
Games,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Nostalgic, Sentimental",,Graham Nash,
Get Back to the Country,Old Ways,studio,Neil Young,36:45:00,1985-08,"January, 1983 - April, 1985"," Austin City Limits, Austin, TX Castle, Franklin, TN House Of David, Nashville, TN ",Pop/Rock,"Album Rock, Country-Rock, Heartland Rock","Rustic, Autumnal, Bittersweet, Gentle, Intimate, Melancholy, Plaintive, Poignant, Wistful",Reflection,Country,,"Carefree, Cheerful, Lively, Optimistic","Motivation, Reminiscing",Neil Young,6.0
Get Behind the Wheel,Fork in the Road,studio,Neil Young,38:40:00,,,"Legacy Studios, New York, NY","Pop/Rock, Folk","Album Rock, Country-Rock, Hard Rock, Protest Songs","Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Day Driving, Night Driving, Rainy Day, Reflection, The Great Outdoors",Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock, Album Rock","Crunchy, Gritty, Earnest, Literate, Lazy, Summery, Earthy, Street-Smart, Freewheeling, Relaxed, Theatrical, Greasy, Whimsical","Day Driving, Hanging Out, Road Trip, The Great Outdoors",Neil Young,7.0
Girl From the North Country,Everybody Knows,studio,Stephen Stills,40:45:00,,,"Straygator Sound, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,Bob Dylan,8.0
Girl to Be on My Mind,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Dreamy, Sentimental",,Graham Nash,
