track,album,release_date,recording_period,producers,writers,vocals
Who's Gonna Stand Up? (Orchestral),Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
I Want to Drive My Car (Big Band),Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Glimmer (Orchestral),Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Say Hello to Chicago (Big Band),Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Tumbleweed (Orchestral),Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Like You Used to Do (Big Band),Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
I'm Glad I Found You (Orchestral),Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
When I Watch You Sleeping (Orchestral),Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Plastic Flowers,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Who's Gonna Stand Up?,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
I Want to Drive My Car,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Glimmer,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Say Hello to Chicago,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Tumbleweed,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Like You Used to Do,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
I'm Glad I Found You,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
When I Watch You Sleeping,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Like You Used to Do,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
When I Watch You Sleeping,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
I Want to Drive My Car,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Plastic Flowers,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Glimmer,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
All Those Dreams,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Say Hello to Chicago,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Tumbleweed,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
Who's Gonna Stand Up?,Storytone,"November 4, 2014(2014-11-04)",June 2014 (solo versions)August 2014 (orchestral/big band versions),"Niko Bolas, [1]",,
A New Day for Love,The Monsanto Years,"June 29, 2015(2015-06-29)","January 27 – February 11, 2015",John Hanlon,,
Wolf Moon,The Monsanto Years,"June 29, 2015(2015-06-29)","January 27 – February 11, 2015",John Hanlon,,
People Want to Hear About Love,The Monsanto Years,"June 29, 2015(2015-06-29)","January 27 – February 11, 2015",John Hanlon,,
Big Box,The Monsanto Years,"June 29, 2015(2015-06-29)","January 27 – February 11, 2015",John Hanlon,,
A Rock Star Bucks A Coffee Shop,The Monsanto Years,"June 29, 2015(2015-06-29)","January 27 – February 11, 2015",John Hanlon,,
Workin' Man,The Monsanto Years,"June 29, 2015(2015-06-29)","January 27 – February 11, 2015",John Hanlon,,
Rules of Change,The Monsanto Years,"June 29, 2015(2015-06-29)","January 27 – February 11, 2015",John Hanlon,,
Monsanto Years,The Monsanto Years,"June 29, 2015(2015-06-29)","January 27 – February 11, 2015",John Hanlon,,
Peace Trail,Peace Trail,"December 9, 2016","September 9 – 12, 2016",John Hanlon,,
Can't Stop Workin',Peace Trail,"December 9, 2016","September 9 – 12, 2016",John Hanlon,,
Indian Givers,Peace Trail,"December 9, 2016","September 9 – 12, 2016",John Hanlon,,
Show Me,Peace Trail,"December 9, 2016","September 9 – 12, 2016",John Hanlon,,
Texas Rangers,Peace Trail,"December 9, 2016","September 9 – 12, 2016",John Hanlon,,
Terrorist Suicide Hang Gliders,Peace Trail,"December 9, 2016","September 9 – 12, 2016",John Hanlon,,
John Oaks,Peace Trail,"December 9, 2016","September 9 – 12, 2016",John Hanlon,,
My Pledge,Peace Trail,"December 9, 2016","September 9 – 12, 2016",John Hanlon,,
Glass Accident,Peace Trail,"December 9, 2016","September 9 – 12, 2016",John Hanlon,,
Already Great,The Visitor,"December 1, 2017(2017-12-01)","November 4 – 7, 2016June 9, 2017August 5 – 7, 2017",John Hanlon,,
Fly by Night Deal,The Visitor,"December 1, 2017(2017-12-01)","November 4 – 7, 2016June 9, 2017August 5 – 7, 2017",John Hanlon,,
Almost Always,The Visitor,"December 1, 2017(2017-12-01)","November 4 – 7, 2016June 9, 2017August 5 – 7, 2017",John Hanlon,,
Stand Tall,The Visitor,"December 1, 2017(2017-12-01)","November 4 – 7, 2016June 9, 2017August 5 – 7, 2017",John Hanlon,,
Change of Heart,The Visitor,"December 1, 2017(2017-12-01)","November 4 – 7, 2016June 9, 2017August 5 – 7, 2017",John Hanlon,,
Carnival,The Visitor,"December 1, 2017(2017-12-01)","November 4 – 7, 2016June 9, 2017August 5 – 7, 2017",John Hanlon,,
Diggin' a Hole,The Visitor,"December 1, 2017(2017-12-01)","November 4 – 7, 2016June 9, 2017August 5 – 7, 2017",John Hanlon,,
Children of Destiny,The Visitor,"December 1, 2017(2017-12-01)","November 4 – 7, 2016June 9, 2017August 5 – 7, 2017",John Hanlon,,
When Bad Got Good,The Visitor,"December 1, 2017(2017-12-01)","November 4 – 7, 2016June 9, 2017August 5 – 7, 2017",John Hanlon,,
Think of Me,Colorado,"October 25, 2019","January 28, 2019February 4, 2019April 16 – 25, 2019",John Hanlon,,
She Showed Me Love,Colorado,"October 25, 2019","January 28, 2019February 4, 2019April 16 – 25, 2019",John Hanlon,,
Olden Days,Colorado,"October 25, 2019","January 28, 2019February 4, 2019April 16 – 25, 2019",John Hanlon,,
Help Me Lose My Mind,Colorado,"October 25, 2019","January 28, 2019February 4, 2019April 16 – 25, 2019",John Hanlon,,
Green Is Blue,Colorado,"October 25, 2019","January 28, 2019February 4, 2019April 16 – 25, 2019",John Hanlon,,
Shut It Down,Colorado,"October 25, 2019","January 28, 2019February 4, 2019April 16 – 25, 2019",John Hanlon,,
Milky Way,Colorado,"October 25, 2019","January 28, 2019February 4, 2019April 16 – 25, 2019",John Hanlon,,
Eternity,Colorado,"October 25, 2019","January 28, 2019February 4, 2019April 16 – 25, 2019",John Hanlon,,
Rainbow of Colors,Colorado,"October 25, 2019","January 28, 2019February 4, 2019April 16 – 25, 2019",John Hanlon,,
I Do,Colorado,"October 25, 2019","January 28, 2019February 4, 2019April 16 – 25, 2019",John Hanlon,,
Love Earth,World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
Overhead,World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
I Walk with You (Earth Ringtone),World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
This Old Planet (Changing Days),World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
The World (Is in Trouble Now),World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
Break the Chain,World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
The Long Day Before,World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
Walkin' on the Road (To the Future),World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
The Wonder Won't Wait,World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
Chevrolet,World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
This Old Planet (Reprise),World Record,"November 18, 2022(2022-11-18)","May 2 – 11, 2022[1]",Rick Rubin,,
Sugar Mountain,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
I Am a Child,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
Comes a Time,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
After the Gold Rush,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
When You Dance I Can Really Love,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
The Loner,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
The Needle and the Damage Done,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
Lotta Love,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
Powderfinger,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
Cortez the Killer,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
Like a Hurricane,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
"Hey Hey, My My (Into the Black)",Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
Tonight's the Night,Live Rust,"November 14, 1979(1979-11-14)[1]",October 1978,David Briggs,,
When You Dance I Can Really Love,Year of the Horse,"June 17, 1997(1997-06-17)",May – November 1996,"""Horse""",,
Barstool Blues,Year of the Horse,"June 17, 1997(1997-06-17)",May – November 1996,"""Horse""",,
When Your Lonely Heart Breaks,Year of the Horse,"June 17, 1997(1997-06-17)",May – November 1996,"""Horse""",,
Mr. Soul,Year of the Horse,"June 17, 1997(1997-06-17)",May – November 1996,"""Horse""",,
Big Time,Year of the Horse,"June 17, 1997(1997-06-17)",May – November 1996,"""Horse""",,
Pocahontas,Year of the Horse,"June 17, 1997(1997-06-17)",May – November 1996,"""Horse""",,
Slip Away,Year of the Horse,"June 17, 1997(1997-06-17)",May – November 1996,"""Horse""",,
Scattered (Let's Think About Livin'),Year of the Horse,"June 17, 1997(1997-06-17)",May – November 1996,"""Horse""",,
Danger Bird,Year of the Horse,"June 17, 1997(1997-06-17)",May – November 1996,"""Horse""",,
Prisoners of Rock 'n' Roll,Year of the Horse,"June 17, 1997(1997-06-17)",May – November 1996,"""Horse""",,
Mother Earth (Natural Anthem),Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
Seed Justice,Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
My Country Home,Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
The Monsanto Years,Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
Western Hero,Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
Vampire Blues,Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
Hippie Dream,Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
After the Gold Rush,Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
Big Box,Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
People Want to Hear About Love,Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
Wolf Moon,Earth,"June 17, 2016(2016-06-17)","July 5 – October 17, 2015",John Hanlon,,
I'm the Ocean,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
Homefires,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
Burned,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
On the Way Home,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
If You Got Love,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
A Dream That Can Last,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
Birds,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
My Heart,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
When I Hold You in My Arms,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
Mother Earth,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
Mr. Soul,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
Comes a Time,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
Don't Forget Love,Before and After,"December 8, 2023(2023-12-08)",July 2023,Lou Adler,,
City Life,Fuckin' Up,"April 26, 2024(2024-04-26)","November 4, 2023",Niko Bolas,,
Feels Like a Railroad (River of Pride),Fuckin' Up,"April 26, 2024(2024-04-26)","November 4, 2023",Niko Bolas,,
Heart of Steel,Fuckin' Up,"April 26, 2024(2024-04-26)","November 4, 2023",Niko Bolas,,
Broken Circle,Fuckin' Up,"April 26, 2024(2024-04-26)","November 4, 2023",Niko Bolas,,
Valley of Hearts,Fuckin' Up,"April 26, 2024(2024-04-26)","November 4, 2023",Niko Bolas,,
Farmer John,Fuckin' Up,"April 26, 2024(2024-04-26)","November 4, 2023",Niko Bolas,,
Walkin' in My Place (Road of Tears),Fuckin' Up,"April 26, 2024(2024-04-26)","November 4, 2023",Niko Bolas,,
To Follow One's Own Dream,Fuckin' Up,"April 26, 2024(2024-04-26)","November 4, 2023",Niko Bolas,,
A Chance on Love,Fuckin' Up,"April 26, 2024(2024-04-26)","November 4, 2023",Niko Bolas,,
Rockin' in the Free World (Live acoustic),Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,,
Crime in the City (Sixty to Zero Part I),Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,,
Don't Cry,Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,,
Hangin' on a Limb,Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,,
Eldorado,Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,,
The Ways of Love,Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,,
Someday,Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,,
On Broadway,Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,"Barry Mann, Cynthia Weil, Jerry Leiber, Mike Stoller",
Wrecking Ball,Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,,
No More,Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,,
Too Far Gone,Freedom,"October 2, 1989(October 2, 1989)","July 25, 1988(1988-07-25)– July 10, 1989(1989-07-10)",Niko Bolas,,
Buffalo Stomp,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Ode to Wild Bill #1,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
All Along the Watchtower,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Lucy in the Sky with Diamonds,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Ode to Wild Bill #2,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Papa Was a Rollin' Stone,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
"Home, Home on the Range",Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Straight Answers (dialogue),Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Highway 61 Revisited,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
I Can't Help Myself (Sugar Pie Honey Bunch),Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Ode to Wild Bill #3,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Keep on Chooglin',Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Ode to Wild Bill #4,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Purple Haze,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
Buffalo Stomp Refrain,Where the Buffalo Roam,"April 25, 1980",,David Briggs,,
"Guitar Solo, No. 1",Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
The Round Stones Beneath the Earth...,Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
"Guitar Solo, No. 2",Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
"Why Dost Thou Hide Thyself, Clouds...",Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
Organ Solo,Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
Do You Know How to Use This Weapon?,Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
"Guitar Solo, No. 3",Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
Nobody's Story,Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
"Guitar Solo, No. 4",Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
Stupid White Men...,Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
"Guitar Solo, No. 5",Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
"Time for You to Leave, William Blake...",Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
"Guitar Solo, No. 6",Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
Theme from Dead Man (Edit),Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
Theme from Dead Man (Edit w/Johnny Deppspoken words),Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
Theme from Dead Man (Long version),Dead Man,"February 27, 1996[1]","March 27, 1995","Neil Young, John Hanlon",,
Many Moons Ago in the Future,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Show Me,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Paradox Passage 1,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Hey,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Paradox Passage 2,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Diggin' in the Dirt - Chorus,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Paradox Passage 3,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Peace Trail,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Pocahontas,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Cowgirl Jam,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Angel Flying Too Close to the Ground,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Paradox Passage 4,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Diggin' in the Dirt,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Paradox Passage 5,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Running to the Silver Eagle,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Baby What You Want Me to Do?,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Paradox Passage 6,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Offerings,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
How Long?,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Happy Together,Paradox,"March 23, 2018","January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017","John Hanlon, Niko Bolas, [2]",,
Tell Me Why,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
Only Love Can Break Your Heart,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
After the Gold Rush,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
Expecting to Fly,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
Bad Fog of Loneliness,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
Old Man,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
Birds,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
Don't Let It Bring You Down,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
See the Sky About to Rain,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
Cinnamon Girl,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
I Am a Child,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
Down by the River,Live at the Cellar Door,"December 10, 2013","November 30 – December 2, 1970",Henry Lewy,,
Pocahontas,Hitchhiker,"September 8, 2017[1]","August 11, 1976","David Briggs, John Hanlon, [1]",,
Powderfinger,Hitchhiker,"September 8, 2017[1]","August 11, 1976","David Briggs, John Hanlon, [1]",,
Captain Kennedy,Hitchhiker,"September 8, 2017[1]","August 11, 1976","David Briggs, John Hanlon, [1]",,
Hawaii,Hitchhiker,"September 8, 2017[1]","August 11, 1976","David Briggs, John Hanlon, [1]",,
Give Me Strength,Hitchhiker,"September 8, 2017[1]","August 11, 1976","David Briggs, John Hanlon, [1]",,
Ride My Llama,Hitchhiker,"September 8, 2017[1]","August 11, 1976","David Briggs, John Hanlon, [1]",,
Hitchhiker,Hitchhiker,"September 8, 2017[1]","August 11, 1976","David Briggs, John Hanlon, [1]",,
Campaigner,Hitchhiker,"September 8, 2017[1]","August 11, 1976","David Briggs, John Hanlon, [1]",,
Human Highway,Hitchhiker,"September 8, 2017[1]","August 11, 1976","David Briggs, John Hanlon, [1]",,
Intro,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Tonight's the Night,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Roll Out the Barrel,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,Jaromír Vejvoda,
Mellow My Mind,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
World on a String,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Band Intro,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Speakin' Out,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Candy Bar Rap,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Albuquerque,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Perry Como Rap,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
New Mama,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
David Geffen Rap,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Roll Another Number (For the Road),Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Candy Bar 2 Rap,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Tired Eyes,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Tonight's the Night – Part II,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Walk On,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Outro,Roxy: Tonight's the Night Live,"April 24, 2018","September 20 – 22, 1973",David Briggs,,
Songs for Judy Intro,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Too Far Gone,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
No One Seems to Know,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Heart of Gold,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
White Line,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Love Is a Rose,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
After the Gold Rush,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Human Highway,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
