track,album,release_date,recording_period,producers,writers,vocals
Hey,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Paradox Passage 2,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Diggin' in the Dirt - Chorus,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Paradox Passage 3,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Pocahontas,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Cowgirl Jam,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Angel Flying Too Close to the Ground,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Paradox Passage 4,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Diggin' in the Dirt,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Paradox Passage 5,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Running to the Silver Eagle,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Baby What You Want Me to Do?,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Paradox Passage 6,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Offerings,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
How Long?,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Happy Together,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Powderfinger,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Captain Kennedy,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Hawaii,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Give Me Strength,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Ride My Llama,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Campaigner,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Human Highway,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Intro,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Tonight's the Night,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Roll Out the Barrel,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Jaromír Vejvoda,Neil Young
Mellow My Mind,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
World on a String,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Band Intro,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Speakin' Out,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Candy Bar Rap,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Albuquerque,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Perry Como Rap,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
New Mama,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
David Geffen Rap,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Roll Another Number (For the Road),Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Candy Bar 2 Rap,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Tired Eyes,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Tonight's the Night – Part II,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Walk On,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Outro,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Songs for Judy Intro,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
No One Seems to Know,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Heart of Gold,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
White Line,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Love Is a Rose,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Tell Me Why,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
A Man Needs a Maid,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Roll Another Number (for the Road),Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Journey Through the Past,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Harvest,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Old Laughing Lady (includes Guilty Train),Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
The Losing End (When You're on),Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Here We Are in the Years,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
The Needle and the Damage Done,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
