track,album,album_type,artist,album_duration,release_date,recording_period,recording_location,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers,user_rating
Lay Me Down,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,James Raymond,7
Learn to Live (So Begins the Task),CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,Stephen Stills,7
Love the One You're With,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Confident, Light, Literate, Sentimental, Warm, Freewheeling, Reflective, Smooth, Wistful, Sensual, Amiable/Good-Natured, Gentle, Innocent, Reserved, Reverent, Soothing, Yearning, Bright, Earnest, Intimate, Knotty, Sweet, Whimsical","Affection/Fondness, Hanging Out, Relaxation, Summer",Stephen Stills,7
Military Madness,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,Graham Nash,7
On the Road Interviews wWith Band & Crew,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,,7
Our House,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,"Pop/Rock, International","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Gentle, Laid-Back/Mellow, Organic, Relaxed, Sentimental, Smooth, Soft/Quiet, Soothing, Sweet, Warm, Calm/Peaceful, Cheerful, Happy, Light, Nostalgic, Poignant","Affection/Fondness, At the Office, Comfort, Family Gatherings, Relaxation, Day Driving",Graham Nash,7
Radio,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,David Crosby,7
Teach Your Children,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,"Pop/Rock, Country, International","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Country-Rock","Amiable/Good-Natured, Gentle, Laid-Back/Mellow, Organic, Relaxed, Sentimental, Smooth, Soft/Quiet, Soothing, Sweet, Warm, Calm/Peaceful","Affection/Fondness, At the Office, Comfort, Family Gatherings, Relaxation",Graham Nash,7
Daylight Again,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage, Adult Contemporary, Art Rock, Contemporary Pop/Rock","Laid-Back/Mellow, Calm/Peaceful, Sentimental",Reflection,Stephen Stills,8
Delta,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Adult Contemporary,"Calm/Peaceful, Dreamy, Sentimental",,David Crosby,8
Into the Darkness,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Adult Contemporary, Contemporary Pop/Rock",,,Graham Nash,8
Might as Well Have a Good Time,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage, Adult Contemporary",,,"Craig Doerge, Judy Henske",8
Since I Met You,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage, Adult Contemporary, Contemporary Pop/Rock","Rousing, Sensual, Lively",In Love,"Michael Stergis, Stephen Stills",8
Song for Susan,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","Country, Pop/Rock","Folk-Rock, Psychedelic/Garage, Adult Contemporary, Honky Tonk","Laid-Back/Mellow, Yearning, Calm/Peaceful, Romantic, Sentimental",In Love,Graham Nash,8
Southern Cross,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Angry, Laid-Back/Mellow, Light, Relaxed, Smooth, Soft/Quiet, Soothing, Warm","At the Office, Comfort, Day Driving, Relaxation","Michael Curtis, Richard Curtis, Stephen Stills",8
Too Much Love to Hide,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Early R&B, Rock & Roll, Adult Contemporary, Contemporary Pop/Rock",Lively,,"Stephen Stills, Gerry Tolman",8
Turn Your Back on Love,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage, Adult Contemporary, Contemporary Pop/Rock","Passionate, Yearning","Feeling Blue, In Love, Loss/Grief","Graham Nash, Michael Stergis, Stephen Stills",8
Wasted on the Way,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage","Rousing, Sentimental, Yearning","Affection/Fondness, Friendship, Hope",Graham Nash,8
You Are Alive,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage, Adult Contemporary","Passionate, Yearning, Calm/Peaceful, Dreamy, Romantic, Sentimental",In Love,"Michael Stergis, Stephen Stills",8
(Got to Keep) Open,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,"Graham Nash, Stephen Stills",5
After the Dolphin,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,,"Craig Doerge, Graham Nash",5
Arrows,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,"David Crosby, Michael Hedges",5
Haven't We Lost Enough?,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,"Kevin Cronin, Stephen Stills",5
House of Broken Dreams,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Rob Mullins,5
If Anybody Had a Heart,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,,"Danny Kortchmar, J.D. Souther",5
Live It Up,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Joe Vitale,5
Straight Line,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Tony Beard,5
Tomboy,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Stephen Stills,5
Yours and Mine,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,"David Crosby, Craig Doerge, Graham Nash",5
