track,album,album_type,artist,album_duration,release_date,recording_period,recording_location,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers
Laughing,4 Way Street,live,"Crosby, Stills & Nash",1:49:44,,"June 2, 1970 - July, 1970",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Literate, Nocturnal, Self-Conscious, Wistful, Poignant, Sensual, Soft/Quiet, Sparse, Dreamy, Reflective, Earnest, Gentle, Reserved, Somber, Intimate, Melancholy, Weary, Whimsical","Introspection, Late Night, Reflection, Solitude",David Crosby
Lay Me Down,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,James Raymond
Learn to Live (So Begins the Task),CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,Stephen Stills
Live It Up,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Joe Vitale
Long Time Gone,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Earnest, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Relaxed, Searching, Sentimental, Smooth, Soothing, Sweet, Warm, Wistful, Yearning","Affection/Fondness, Comfort, In Love, Relaxation, Reminiscing, The Great Outdoors",David Crosby
Love the One You're With,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Confident, Light, Literate, Sentimental, Warm, Freewheeling, Reflective, Smooth, Wistful, Sensual, Amiable/Good-Natured, Gentle, Innocent, Reserved, Reverent, Soothing, Yearning, Bright, Earnest, Intimate, Knotty, Sweet, Whimsical","Affection/Fondness, Hanging Out, Relaxation, Summer",Stephen Stills
Marrakesh Express,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage","Amiable/Good-Natured, Organic, Earnest, Pastoral, Bright, Cheerful, Laid-Back/Mellow, Lively, Reflective, Relaxed, Spiritual","Relaxation, Summer, Road Trip",Graham Nash
Medley,4 Way Street,live,"Crosby, Stills & Nash",1:49:44,,"June 2, 1970 - July, 1970",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",,,,,Neil Young
Might as Well Have a Good Time,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage, Adult Contemporary",,,"Craig Doerge, Judy Henske"
Military Madness,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,Graham Nash
Ohio (CSN),4 Way Street,live,"Crosby, Stills & Nash",1:49:44,,"June 2, 1970 - July, 1970",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pop/Rock,"Folk-Rock, Album Rock, Psychedelic/Garage, Singer/Songwriter, Contemporary Pop/Rock, Soft Rock, Country-Rock","Anguished/Distraught, Uncompromising, Gritty, Intense, Literate, Poignant, Dramatic, Earnest, Indulgent, Ominous, Street-Smart, Angst-Ridden, Urgent, Cathartic, Eerie, Paranoid, Tense/Anxious, Confrontational, Gutsy, Reflective, Theatrical","Politics/Society, Reminiscing, Revolution, Loss/Grief, Protest",Neil Young
On the Road Interviews wWith Band & Crew,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,
On the Way Home,4 Way Street,live,"Crosby, Stills & Nash",1:49:44,,"June 2, 1970 - July, 1970",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Dreamy, Gentle, Literate, Street-Smart, Nocturnal, Reflective, Yearning, Bittersweet, Intimate, Self-Conscious, Soft/Quiet, Earnest, Reserved, Soothing, Wistful, Melancholy, Sophisticated, Sparse, Weary, Whimsical","Introspection, Reflection, Relaxation",Neil Young
Only Waiting For You,After the Storm,studio,"Crosby, Stills & Nash",45:56:00,,"January 27, 1994 - July 1, 1994","Groove Masters Studio, Santa Monica, CA",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Stephen Stills
Our House,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,"Pop/Rock, International","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Gentle, Laid-Back/Mellow, Organic, Relaxed, Sentimental, Smooth, Soft/Quiet, Soothing, Sweet, Warm, Calm/Peaceful, Cheerful, Happy, Light, Nostalgic, Poignant","Affection/Fondness, At the Office, Comfort, Family Gatherings, Relaxation, Day Driving",Graham Nash
Panama,After the Storm,studio,"Crosby, Stills & Nash",45:56:00,,"January 27, 1994 - July 1, 1994","Groove Masters Studio, Santa Monica, CA",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Stephen Stills
Pre-Road Downs,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Carefree, Cheerful, Earnest, Happy, Laid-Back/Mellow, Organic, Playful, Rollicking, Sentimental, Smooth, Summery, Sweet, Warm","Comfort, Relaxation, Reminiscing, The Great Outdoors",Graham Nash
Radio,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,David Crosby
Right Between the Eyes,4 Way Street,live,"Crosby, Stills & Nash",1:49:44,,"June 2, 1970 - July, 1970",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Literate, Wistful, Poignant, Soft/Quiet, Sparse, Delicate, Dreamy, Elegant, Innocent, Reflective, Sentimental, Earnest, Gentle, Reserved, Somber, Intimate, Melancholy, Weary, Whimsical","Introspection, Late Night, Reflection",Graham Nash
Run From Tears,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Singer/Songwriter,"Nostalgic, Sentimental",,Stephen Stills
See the Changes,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","Folk, Pop/Rock","Folk-Pop, Singer/Songwriter","Rousing, Yearning",,Stephen Stills
Shadow Captain,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Singer/Songwriter,"Nostalgic, Sentimental",,"David Crosby, Craig Doerge"
Since I Met You,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage, Adult Contemporary, Contemporary Pop/Rock","Rousing, Sensual, Lively",In Love,"Michael Stergis, Stephen Stills"
Song for Susan,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","Country, Pop/Rock","Folk-Rock, Psychedelic/Garage, Adult Contemporary, Honky Tonk","Laid-Back/Mellow, Yearning, Calm/Peaceful, Romantic, Sentimental",In Love,Graham Nash
Southern Cross,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Angry, Laid-Back/Mellow, Light, Relaxed, Smooth, Soft/Quiet, Soothing, Warm","At the Office, Comfort, Day Driving, Relaxation","Michael Curtis, Richard Curtis, Stephen Stills"
Southern Man,4 Way Street,live,"Crosby, Stills & Nash",1:49:44,,"June 2, 1970 - July, 1970",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Anguished/Distraught, Gritty, Intense, Literate, Poignant, Uncompromising, Dramatic, Indulgent, Ominous, Street-Smart, Angst-Ridden, Cathartic, Earnest, Eerie, Paranoid, Tense/Anxious, Urgent, Confrontational, Gutsy, Reflective, Theatrical","Politics/Society, Reminiscing, Revolution",Neil Young
Straight Line,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Tony Beard
Street to Lean On,After the Storm,studio,"Crosby, Stills & Nash",45:56:00,,"January 27, 1994 - July 1, 1994","Groove Masters Studio, Santa Monica, CA",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,"David Crosby, Michael Hedges"
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Earnest, Freewheeling, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Happy, Passionate, Rousing, Yearning, Romantic","Affection/Fondness, Comfort, In Love, Relaxation, Reminiscing, The Great Outdoors, Celebration",Stephen Stills
Teach Your Children,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,"Pop/Rock, Country, International","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Country-Rock","Amiable/Good-Natured, Gentle, Laid-Back/Mellow, Organic, Relaxed, Sentimental, Smooth, Soft/Quiet, Soothing, Sweet, Warm, Calm/Peaceful","Affection/Fondness, At the Office, Comfort, Family Gatherings, Relaxation",Graham Nash
The Lee Shore,4 Way Street,live,"Crosby, Stills & Nash",1:49:44,,"June 2, 1970 - July, 1970",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Bittersweet, Literate, Nocturnal, Reserved, Theatrical, Weary, Delicate, Earnest, Reflective, Wistful, Dreamy, Intimate, Poignant, Whimsical, Gentle, Melancholy, Searching, Soft/Quiet, Somber, Elegant, Sentimental, Sparse","Late Night, Reflection, Relaxation, The Great Outdoors",David Crosby
These Empty Days,After the Storm,studio,"Crosby, Stills & Nash",45:56:00,,"January 27, 1994 - July 1, 1994","Groove Masters Studio, Santa Monica, CA",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,"David Crosby, Graham Nash"
Till It Shines,After the Storm,studio,"Crosby, Stills & Nash",45:56:00,,"January 27, 1994 - July 1, 1994","Groove Masters Studio, Santa Monica, CA",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,R&B,Funk,,,David Crosby
Tomboy,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Stephen Stills
Too Much Love to Hide,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Early R&B, Rock & Roll, Adult Contemporary, Contemporary Pop/Rock",Lively,,"Stephen Stills, Gerry Tolman"
Triad,4 Way Street,live,"Crosby, Stills & Nash",1:49:44,,"June 2, 1970 - July, 1970",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Literate, Wistful, Soft/Quiet, Sparse, Atmospheric, Delicate, Dreamy, Organic, Reflective, Relaxed, Searching, Sexual, Earnest, Gentle, Somber, Intimate, Melancholy, Weary, Whimsical","Affection/Fondness, Freedom, Late Night, New Love",David Crosby
Turn Your Back on Love,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage, Adult Contemporary, Contemporary Pop/Rock","Passionate, Yearning","Feeling Blue, In Love, Loss/Grief","Graham Nash, Michael Stergis, Stephen Stills"
Unequal Love,After the Storm,studio,"Crosby, Stills & Nash",45:56:00,,"January 27, 1994 - July 1, 1994","Groove Masters Studio, Santa Monica, CA",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Graham Nash
Wasted on the Way,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage","Rousing, Sentimental, Yearning","Affection/Fondness, Friendship, Hope",Graham Nash
Wooden Ships,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage","Dreamy, Ominous, Dramatic, Detached, Atmospheric, Laid-Back/Mellow, Nostalgic, Passionate, Restrained, Sentimental, Tense/Anxious","Introspection, Late Night","David Crosby, Paul Kantner, Stephen Stills"
You Are Alive,Daylight Again,studio,"Crosby, Stills & Nash",39:50:00,,,Devonshire Sound,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage, Adult Contemporary","Passionate, Yearning, Calm/Peaceful, Dreamy, Romantic, Sentimental",In Love,"Michael Stergis, Stephen Stills"
You Don't Have to Cry,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm","Affection/Fondness, Comfort, In Love, Relaxation, The Great Outdoors",Stephen Stills
Yours and Mine,Live It Up,live,"Crosby, Stills & Nash",39:17:00,,"February 1, 1986 - February 5, 1990"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,"David Crosby, Craig Doerge, Graham Nash"
