track,album,album_type,artist,album_duration,release_date,recording_period,recording_location,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers
Page 43,Live,live,David Crosby,51:36:00,1977-11,"September 7, 1975 - September 11, 1976"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Pop/Rock,"Folk-Rock, Psychedelic/Garage","Sentimental, Yearning",,David Crosby
Paint You a Picture,Lighthouse,studio,David Crosby,40:40:00,,,"Groove Masters Studios, Santa Monica, CA",Pop/Rock,"Contemporary Singer/Songwriter, Adult Alternative Pop/Rock, Contemporary Pop/Rock","Earnest, Poignant, Refined, Relaxed, Bittersweet, Intimate, Reflective, Brooding, Laid-Back/Mellow, Literate, Searching, Self-Conscious","Autumn, Early Morning, Introspection, Reflection, Solitude, Sunday Afternoon",,,,,"Marc Cohn, David Crosby"
Radio,Croz,studio,David Crosby,47:03:00,,," Groove Masters, Santa Monica, CA Jazz At The Lincoln Center, New York, NY Radio Hill Recorders, Los Angeles, CA ",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon",,,,,"David Crosby, James Raymond"
River Rise,For Free,studio,David Crosby,37:29:00,,," Groove Masters, Santa Monica HZ Werks, Van Nuys Joel Jacks Studios, Santa Ynez ","Folk, Pop/Rock","Contemporary Singer/Songwriter, Jazz-Rock, Adult Contemporary","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,David Crosby
Rodriguez for a Night,For Free,studio,David Crosby,37:29:00,,," Groove Masters, Santa Monica HZ Werks, Van Nuys Joel Jacks Studios, Santa Ynez ","Folk, Pop/Rock","Contemporary Singer/Songwriter, Jazz-Rock, Adult Contemporary","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,"David Crosby, Donald Fagen, James Raymond"
Rusty and Blue,It's All Coming Back to Me Now,live,David Crosby,1:00:35,,7-Oct-93,"Whisky a Go Go, Hollywood, CA",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,,,,,David Crosby
Secret Dancer,For Free,studio,David Crosby,37:29:00,,," Groove Masters, Santa Monica HZ Werks, Van Nuys Joel Jacks Studios, Santa Ynez ","Folk, Pop/Rock","Contemporary Singer/Songwriter, Jazz-Rock, Adult Contemporary","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,"David Crosby, James Raymond"
Sell Me a Diamond,Sky Trails,studio,David Crosby,50:29:00,,," Groove Masters Studios, Santa Monica Rumor Mill Recording, Santa Ynez The Bamboom Room, Altadena ",Folk,"Contemporary Singer/Songwriter, Folk-Pop","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,"David Crosby, James Raymond"
Set That Baggage Down,Croz,studio,David Crosby,47:03:00,,," Groove Masters, Santa Monica, CA Jazz At The Lincoln Center, New York, NY Radio Hill Recorders, Los Angeles, CA ",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon",,,,,"David Crosby, Shane Fontayne"
She's Got to Be Somewhere,Sky Trails,studio,David Crosby,50:29:00,,," Groove Masters Studios, Santa Monica Rumor Mill Recording, Santa Ynez The Bamboom Room, Altadena ",Folk,"Contemporary Singer/Songwriter, Folk-Pop","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,James Raymond
Ships in the Night,For Free,studio,David Crosby,37:29:00,,," Groove Masters, Santa Monica HZ Werks, Van Nuys Joel Jacks Studios, Santa Ynez ","Folk, Pop/Rock","Contemporary Singer/Songwriter, Jazz-Rock, Adult Contemporary","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,David Crosby
Shot at Me,For Free,studio,David Crosby,37:29:00,,," Groove Masters, Santa Monica HZ Werks, Van Nuys Joel Jacks Studios, Santa Ynez ","Folk, Pop/Rock","Contemporary Singer/Songwriter, Jazz-Rock, Adult Contemporary","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,"David Crosby, Dean Parks"
Simple Man,Live,live,David Crosby,51:36:00,1977-11,"September 7, 1975 - September 11, 1976"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Pop/Rock,"Folk-Rock, Psychedelic/Garage","Laid-Back/Mellow, Yearning",In Love,"M. Black, P. Carpenter, Joe Hicks, J. More, Graham Nash, Bobby Womack"
Sky Trails,Sky Trails,studio,David Crosby,50:29:00,,," Groove Masters Studios, Santa Monica Rumor Mill Recording, Santa Ynez The Bamboom Room, Altadena ",Folk,"Contemporary Singer/Songwriter, Folk-Pop","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,"David Crosby, Becca Stevens"
Slice of Time,Croz,studio,David Crosby,47:03:00,,," Groove Masters, Santa Monica, CA Jazz At The Lincoln Center, New York, NY Radio Hill Recorders, Los Angeles, CA ",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon",,,,,"David Crosby, Marcus Eaton, James Raymond"
Somebody Home,Sky Trails,studio,David Crosby,50:29:00,,," Groove Masters Studios, Santa Monica Rumor Mill Recording, Santa Ynez The Bamboom Room, Altadena ",Folk,"Contemporary Singer/Songwriter, Folk-Pop","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,David Crosby
Somebody Other Than You,Lighthouse,studio,David Crosby,40:40:00,,,"Groove Masters Studios, Santa Monica, CA",Pop/Rock,"Contemporary Singer/Songwriter, Adult Alternative Pop/Rock, Contemporary Pop/Rock","Earnest, Poignant, Refined, Relaxed, Bittersweet, Intimate, Reflective, Brooding, Laid-Back/Mellow, Literate, Searching, Self-Conscious","Autumn, Early Morning, Introspection, Reflection, Solitude, Sunday Afternoon",,,,,"David Crosby, Michael League"
Song With No Words (Tree With No Leaves),If I Could Only Remember My Name,studio,David Crosby,37:54:00,,,"Wally Heider Studio, San Francisco, CA",Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",,,,,David Crosby
Tamalpais High (At About 3),If I Could Only Remember My Name,studio,David Crosby,37:54:00,,,"Wally Heider Studio, San Francisco, CA",Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",,,,,David Crosby
The  Other Side of Midnight,For Free,studio,David Crosby,37:29:00,,," Groove Masters, Santa Monica HZ Werks, Van Nuys Joel Jacks Studios, Santa Ynez ","Folk, Pop/Rock","Contemporary Singer/Songwriter, Jazz-Rock, Adult Contemporary","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,James Raymond
The  Us Below,Lighthouse,studio,David Crosby,40:40:00,,,"Groove Masters Studios, Santa Monica, CA",Pop/Rock,"Contemporary Singer/Songwriter, Adult Alternative Pop/Rock, Contemporary Pop/Rock","Earnest, Poignant, Refined, Relaxed, Bittersweet, Intimate, Reflective, Brooding, Laid-Back/Mellow, Literate, Searching, Self-Conscious","Autumn, Early Morning, Introspection, Reflection, Solitude, Sunday Afternoon",,,,,"David Crosby, Michael League"
The City,Lighthouse,studio,David Crosby,40:40:00,,,"Groove Masters Studios, Santa Monica, CA",Pop/Rock,"Contemporary Singer/Songwriter, Adult Alternative Pop/Rock, Contemporary Pop/Rock","Earnest, Poignant, Refined, Relaxed, Bittersweet, Intimate, Reflective, Brooding, Laid-Back/Mellow, Literate, Searching, Self-Conscious","Autumn, Early Morning, Introspection, Reflection, Solitude, Sunday Afternoon",,,,,"David Crosby, Michael League"
The Clearing,Croz,studio,David Crosby,47:03:00,,," Groove Masters, Santa Monica, CA Jazz At The Lincoln Center, New York, NY Radio Hill Recorders, Los Angeles, CA ",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon",,,,,James Raymond
Things We Do for Love,Lighthouse,studio,David Crosby,40:40:00,,,"Groove Masters Studios, Santa Monica, CA",Pop/Rock,"Contemporary Singer/Songwriter, Adult Alternative Pop/Rock, Contemporary Pop/Rock","Earnest, Poignant, Refined, Relaxed, Bittersweet, Intimate, Reflective, Brooding, Laid-Back/Mellow, Literate, Searching, Self-Conscious","Autumn, Early Morning, Introspection, Reflection, Solitude, Sunday Afternoon",,,,,"David Crosby, Michael League"
Thousand Roads,Thousand Roads,studio,David Crosby,47:20:00,,," Fisher Land Farm Studio, England Groove Masters Studio, Santa Monica, CA Ocean Way Recording Studios, Hollywood, CA ",Pop/Rock,Contemporary Pop/Rock,"Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon","Blues, Pop/Rock","Blues-Rock, Contemporary Pop/Rock, Singer/Songwriter",Lively,,David Crosby
Through Your Hands,Thousand Roads,studio,David Crosby,47:20:00,,," Fisher Land Farm Studio, England Groove Masters Studio, Santa Monica, CA Ocean Way Recording Studios, Hollywood, CA ",Pop/Rock,Contemporary Pop/Rock,"Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon","Folk, Pop/Rock","Folk-Pop, Singer/Songwriter","Dreamy, Restrained, Sentimental",,John Hiatt
Till It Shines on You,It's All Coming Back to Me Now,live,David Crosby,1:00:35,,7-Oct-93,"Whisky a Go Go, Hollywood, CA",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,,,,,David Crosby
Time I Have,Croz,studio,David Crosby,47:03:00,,," Groove Masters, Santa Monica, CA Jazz At The Lincoln Center, New York, NY Radio Hill Recorders, Los Angeles, CA ",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon",,,,,David Crosby
Too Young to Die,Thousand Roads,studio,David Crosby,47:20:00,,," Fisher Land Farm Studio, England Groove Masters Studio, Santa Monica, CA Ocean Way Recording Studios, Hollywood, CA ",Pop/Rock,Contemporary Pop/Rock,"Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon","Folk, Pop/Rock","Folk-Pop, Singer/Songwriter","Sentimental, Yearning",,Jimmy Webb
Tracks in the Dust,Oh Yes I Can,studio,David Crosby,42:35:00,,,,Pop/Rock,Contemporary Pop/Rock,"Earnest, Intimate, Poignant, Reflective, Bittersweet, Gentle, Plaintive, Wistful","Drugs, Introspection, Passion, Politics/Society, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage",,,David Crosby
Traction in the Rain,If I Could Only Remember My Name,studio,David Crosby,37:54:00,,,"Wally Heider Studio, San Francisco, CA",Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon","Folk, Pop/Rock","Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Calm/Peaceful, Dreamy, Intimate, Restrained, Yearning",,David Crosby
Vagrants of Venice,Here If You Listen,studio,David Crosby,45:08:00,,2018,"Flux Studios, New York","Pop/Rock, Folk","Contemporary Singer/Songwriter, Jazz-Rock, Adult Contemporary","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,"David Crosby, Michael League, Becca Stevens, Michelle Willis"
What Are Their Names?,If I Could Only Remember My Name,studio,David Crosby,37:54:00,,,"Wally Heider Studio, San Francisco, CA",Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",Pop/Rock,Contemporary Pop/Rock,"Dreamy, Restrained",,"David Crosby, Jerry Garcia, Phil Lesh, Michael Shrieve, Neil Young"
What Makes It So?,Lighthouse,studio,David Crosby,40:40:00,,,"Groove Masters Studios, Santa Monica, CA",Pop/Rock,"Contemporary Singer/Songwriter, Adult Alternative Pop/Rock, Contemporary Pop/Rock","Earnest, Poignant, Refined, Relaxed, Bittersweet, Intimate, Reflective, Brooding, Laid-Back/Mellow, Literate, Searching, Self-Conscious","Autumn, Early Morning, Introspection, Reflection, Solitude, Sunday Afternoon",,,,,David Crosby
What's Broken,Croz,studio,David Crosby,47:03:00,,," Groove Masters, Santa Monica, CA Jazz At The Lincoln Center, New York, NY Radio Hill Recorders, Los Angeles, CA ",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon",,,,,James Raymond
Wooden Ships,It's All Coming Back to Me Now,live,David Crosby,1:00:35,,7-Oct-93,"Whisky a Go Go, Hollywood, CA",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Yearning,,"David Crosby, Paul Kantner, Stephen Stills"
Woodstock,Here If You Listen,studio,David Crosby,45:08:00,,2018,"Flux Studios, New York","Pop/Rock, Folk","Contemporary Singer/Songwriter, Jazz-Rock, Adult Contemporary","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,Joni Mitchell
Your Own Ride,Here If You Listen,studio,David Crosby,45:08:00,,2018,"Flux Studios, New York","Pop/Rock, Folk","Contemporary Singer/Songwriter, Jazz-Rock, Adult Contemporary","Melodic, Introspective, Lyrical, Playful, Warm, Agreeable, Earnest, Earthy, Fun, Graceful, Passionate, Sprightly, Uplifting, Flowing, Soothing","Introspection, Reflection, Sunday Afternoon, Daydreaming, Open Road",,,,,"David Crosby, Bill Laurance, Michael League, Becca Stevens, Michelle Willis"
Yvette in English,Thousand Roads,studio,David Crosby,47:20:00,,," Fisher Land Farm Studio, England Groove Masters Studio, Santa Monica, CA Ocean Way Recording Studios, Hollywood, CA ",Pop/Rock,Contemporary Pop/Rock,"Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon","Latin, Pop/Rock","Latin Pop, Singer/Songwriter","Dreamy, Relaxed, Sentimental",,"David Crosby, Joni Mitchell"
