track,album,album_type,artist,album_duration,release_date,recording_period,recording_location,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers
Old Times Good Times,Stephen Stills,studio,Stephen Stills,38:59:00,1970,,"London, England",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Hard Rock, Singer/Songwriter","Confident, Earnest, Earthy, Freewheeling, Gritty, Gutsy, Laid-Back/Mellow, Meandering, Rollicking, Rousing, Swaggering, Yearning, Bravado","Drinking, Empowerment, Feeling Blue",Pop/Rock,"Album Rock, Hard Rock, Rock & Roll, Soul","Bright, Energetic, Freewheeling, Lively, Rousing, Passionate, Raucous, Rowdy, Swaggering, Uncompromising","Cool & Cocky, Day Driving",Stephen Stills
Old Man Trouble,Man Alive!,studio,Stephen Stills,57:51:00,,,,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock, Album Rock","Intimate, Laid-Back/Mellow, Literate, Amiable/Good-Natured, Pastoral, Reflective, Relaxed, Summery, Earnest, Organic, Poignant, Sentimental, Smooth, Warm, Wistful, Gentle, Autumnal, Soothing, Sweet","Freedom, Hanging Out, Imagination, Late Night, Road Trip",,,,,
One Moment at a Time,Bread and Roses Festival (Live),live,Stephen Stills,1:08:50,,,,Pop/Rock,,,,,,,,
Only Love Can Break Your Heart,Right By You,studio,Stephen Stills,37:46:00,1984,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Neil Young
Open Secret,Stephen Stills 2,studio,Stephen Stills,43:02:00,1971,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Literate, Passionate, Strong, Autumnal, Earnest, Intimate, Laid-Back/Mellow, Lively, Organic, Reflective, Sentimental, Wistful, Pastoral, Bittersweet, Freewheeling, Playful, Reverent, Rousing, Street-Smart","Freedom, Imagination, Late Night, Road Trip, Hanging Out, Relaxation",Pop/Rock,"Early R&B, Contemporary Pop/Rock, Singer/Songwriter","Lively, Optimistic, Sentimental",,Stephen Stills
Piece of Me,Man Alive!,studio,Stephen Stills,57:51:00,,,,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock, Album Rock","Intimate, Laid-Back/Mellow, Literate, Amiable/Good-Natured, Pastoral, Reflective, Relaxed, Summery, Earnest, Organic, Poignant, Sentimental, Smooth, Warm, Wistful, Gentle, Autumnal, Soothing, Sweet","Freedom, Hanging Out, Imagination, Late Night, Road Trip",,,,,Stephen Stills
Questions,Everybody Knows,studio,Stephen Stills,40:45:00,,,"Straygator Sound, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,Stephen Stills
Really,Super Session,studio,Stephen Stills,50:22:00,1968,1968,,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues","Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",Blues,"Blues-Rock, Jam Bands, Modern Electric Chicago Blues",Aggressive,"Feeling Blue, Loss/Grief","Michael Bloomfield, Al Kooper"
Reason to Believe,Everybody Knows,studio,Stephen Stills,40:45:00,,,"Straygator Sound, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,Tim Hardin
Relaxing Town,Stephen Stills 2,studio,Stephen Stills,43:02:00,1971,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Literate, Passionate, Strong, Autumnal, Earnest, Intimate, Laid-Back/Mellow, Lively, Organic, Reflective, Sentimental, Wistful, Pastoral, Bittersweet, Freewheeling, Playful, Reverent, Rousing, Street-Smart","Freedom, Imagination, Late Night, Road Trip, Hanging Out, Relaxation","Electronic, Pop/Rock","Early R&B, Club/Dance, Contemporary Pop/Rock, Singer/Songwriter","Lively, Optimistic",,Stephen Stills
Right by You,Right By You,studio,Stephen Stills,37:46:00,1984,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,
Ring of Love,Illegal Stills,studio,Stephen Stills,35:25:00,1976,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Confident, Earnest, Freewheeling, Romantic, Rousing, Sentimental, Warm, Wistful, Amiable/Good-Natured, Carefree","Empowerment, Introspection, Reflection","Donnie Dacus, Stephen Stills"
River of Gold,Everybody Knows,studio,Stephen Stills,40:45:00,,,"Straygator Sound, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,Judy Collins
Rock & Roll Woman,Live At Shepherd's Bush,live,Stephen Stills,1:19:53,,,,Pop/Rock,"Singer/Songwriter, Album Rock","Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",,,,,Stephen Stills
Season of the Witch,Super Session,studio,Stephen Stills,50:22:00,1968,1968,,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues","Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip","R&B, Pop/Rock","Psychedelic/Garage, Soul, Blues-Rock, Jam Bands, Psychedelic Soul",,,Donovan
Shuffle Just as Bad,Stills,studio,Stephen Stills,38:19:00,1975-06,," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Stephen Stills
Singin' Call,Stephen Stills 2,studio,Stephen Stills,43:02:00,1971,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Literate, Passionate, Strong, Autumnal, Earnest, Intimate, Laid-Back/Mellow, Lively, Organic, Reflective, Sentimental, Wistful, Pastoral, Bittersweet, Freewheeling, Playful, Reverent, Rousing, Street-Smart","Freedom, Imagination, Late Night, Road Trip, Hanging Out, Relaxation","Country, Pop/Rock","Country-Pop, Singer/Songwriter","Dreamy, Sentimental",,Stephen Stills
Sit Yourself Down,Stephen Stills,studio,Stephen Stills,38:59:00,1970,,"London, England",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Hard Rock, Singer/Songwriter","Confident, Earnest, Earthy, Freewheeling, Gritty, Gutsy, Laid-Back/Mellow, Meandering, Rollicking, Rousing, Swaggering, Yearning, Bravado","Drinking, Empowerment, Feeling Blue",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter","Intimate, Reflective, Plaintive, Searching, Self-Conscious, Earnest, Sophisticated, Sparkling, Stylish, Warm",Introspection,
So Begins the Task,Everybody Knows,studio,Stephen Stills,40:45:00,,,"Straygator Sound, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,Stephen Stills
Soldier,Illegal Stills,studio,Stephen Stills,35:25:00,1976,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Confident, Meandering, Rousing, Warm, Wistful, Amiable/Good-Natured, Carefree","Empowerment, Freedom, Hanging Out, Introspection, Reflection, Road Trip","Donnie Dacus, Stephen Stills"
Spanish Suite,Man Alive!,studio,Stephen Stills,57:51:00,,,,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock, Album Rock","Intimate, Laid-Back/Mellow, Literate, Amiable/Good-Natured, Pastoral, Reflective, Relaxed, Summery, Earnest, Organic, Poignant, Sentimental, Smooth, Warm, Wistful, Gentle, Autumnal, Soothing, Sweet","Freedom, Hanging Out, Imagination, Late Night, Road Trip",,,,,Stephen Stills
Special Care,Live,live,Stephen Stills,34:55:00,1975-11,"March 8, 1974 - March 9, 1974","Auditorium Theatre, Chicago, IL",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Stephen Stills
Stateline Blues,Illegal Stills,studio,Stephen Stills,35:25:00,1976,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Earnest, Earthy, Freewheeling, Meandering, Reflective, Searching, Sentimental, Warm, Wistful, Amiable/Good-Natured","Hanging Out, Road Trip",Stephen Stills
Stop,Super Session,studio,Stephen Stills,50:22:00,1968,1968,,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues","Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",Pop/Rock,"Blues-Rock, Jam Bands, Psychedelic/Garage",,,"Jerry Ragovoy, Mort Shuman"
Stranger,Right By You,studio,Stephen Stills,37:46:00,1984,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,
Sugar Babe,Stephen Stills 2,studio,Stephen Stills,43:02:00,1971,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Literate, Passionate, Strong, Autumnal, Earnest, Intimate, Laid-Back/Mellow, Lively, Organic, Reflective, Sentimental, Wistful, Pastoral, Bittersweet, Freewheeling, Playful, Reverent, Rousing, Street-Smart","Freedom, Imagination, Late Night, Road Trip, Hanging Out, Relaxation",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Lively, Optimistic, Sentimental",,Stephen Stills
Suite: Judy Blue Eyes,Live At Shepherd's Bush,live,Stephen Stills,1:19:53,,,,Pop/Rock,"Singer/Songwriter, Album Rock","Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",,,,,Stephen Stills
Take Me Back to Ohio Valley,Bread and Roses Festival (Live),live,Stephen Stills,1:08:50,,,,Pop/Rock,,,,,,,,
The Loner,Illegal Stills,studio,Stephen Stills,35:25:00,1976,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,Pop/Rock,Contemporary Pop/Rock,"Confident, Freewheeling, Gutsy, Rollicking, Rousing, Searching, Sentimental, Warm, Wistful, Yearning, Insular","Introspection, Reflection, Solitude",Neil Young
The Right Girl,Stills Alone,studio,Stephen Stills,30:36:00,,,"Audio Vision Recording Studios, Miami, FL",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,,,,,Stephen Stills
Theme from Love Story,Stills,studio,Stephen Stills,38:19:00,1975-06,," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Stephen Stills
Thoroughfare Gap,Thoroughfare Gap,studio,Stephen Stills,,1978,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage, Soft Rock","Earnest, Reflective, Searching, Sentimental, Warm, Weary, Wistful, Yearning, Amiable/Good-Natured, Laid-Back/Mellow","Empowerment, Feeling Blue, Hanging Out, Introspection, Reflection",Stephen Stills
To a Flame,Stephen Stills,studio,Stephen Stills,38:59:00,1970,,"London, England",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Hard Rock, Singer/Songwriter","Confident, Earnest, Earthy, Freewheeling, Gritty, Gutsy, Laid-Back/Mellow, Meandering, Rollicking, Rousing, Swaggering, Yearning, Bravado","Drinking, Empowerment, Feeling Blue",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Intimate, Stylish, Warm, Bright, Cheerful, Innocent, Pastoral, Sophisticated, Sparkling, Ethereal, Reflective","Introspection, Day Driving",
To Mama from Christopher and the Old Man,Stills,studio,Stephen Stills,38:19:00,1975-06,," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Stephen Stills
Treetop Flyer,Stills Alone,studio,Stephen Stills,30:36:00,,,"Audio Vision Recording Studios, Miami, FL",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,,Stephen Stills
Turn Back the Pages,Stills,studio,Stephen Stills,38:19:00,1975-06,," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,"Donnie Dacus, Stephen Stills"
We Are Not Helpless,Stephen Stills,studio,Stephen Stills,38:59:00,1970,,"London, England",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Hard Rock, Singer/Songwriter","Confident, Earnest, Earthy, Freewheeling, Gritty, Gutsy, Laid-Back/Mellow, Meandering, Rollicking, Rousing, Swaggering, Yearning, Bravado","Drinking, Empowerment, Feeling Blue",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soul","Ambitious, Earnest, Reflective, Stylish, Warm, Bright, Lively, Sophisticated, Sparkling, Passionate","Sunday Afternoon, Day Driving, Summer",
We Will Go On,Thoroughfare Gap,studio,Stephen Stills,,1978,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,,,,,Stephen Stills
Whats the Game,Thoroughfare Gap,studio,Stephen Stills,,1978,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,"Pop/Rock, R&B","Contemporary Pop/Rock, Disco","Confident, Freewheeling, Gutsy, Reflective, Romantic, Rousing, Searching, Sentimental, Swaggering, Visceral, Warm, Wistful, Yearning, Bravado, Carefree, Street-Smart","Empowerment, Freedom, Cool & Cocky",Stephen Stills
Who Knows Where the Time Goes,Everybody Knows,studio,Stephen Stills,40:45:00,,,"Straygator Sound, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,Sandy Denny
Woman Lleva,Thoroughfare Gap,studio,Stephen Stills,,1978,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,,,,,Stephen Stills
Wooden Ships,Live,live,Stephen Stills,34:55:00,1975-11,"March 8, 1974 - March 9, 1974","Auditorium Theatre, Chicago, IL",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Yearning,,"David Crosby, Paul Kantner, Stephen Stills"
Word Game,Stephen Stills 2,studio,Stephen Stills,43:02:00,1971,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Literate, Passionate, Strong, Autumnal, Earnest, Intimate, Laid-Back/Mellow, Lively, Organic, Reflective, Sentimental, Wistful, Pastoral, Bittersweet, Freewheeling, Playful, Reverent, Rousing, Street-Smart","Freedom, Imagination, Late Night, Road Trip, Hanging Out, Relaxation",Pop/Rock,"Folk-Rock, Psychedelic/Garage","Dreamy, Sentimental",,Stephen Stills
Wounded World,Man Alive!,studio,Stephen Stills,57:51:00,,,,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock, Album Rock","Intimate, Laid-Back/Mellow, Literate, Amiable/Good-Natured, Pastoral, Reflective, Relaxed, Summery, Earnest, Organic, Poignant, Sentimental, Smooth, Warm, Wistful, Gentle, Autumnal, Soothing, Sweet","Freedom, Hanging Out, Imagination, Late Night, Road Trip",,,,,"Graham Nash, Stephen Stills"
Wrong Thing To Do,Live At Shepherd's Bush,live,Stephen Stills,1:19:53,,,,Pop/Rock,"Singer/Songwriter, Album Rock","Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",,,,,Tom Petty
You Can't Dance Alone,Thoroughfare Gap,studio,Stephen Stills,,1978,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,,,,,Stephen Stills
You Don't Love Me,Super Session,studio,Stephen Stills,50:22:00,1968,1968,,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues","Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",Blues,"Blues-Rock, Jam Bands","Brooding, Yearning",,Willie Cobbs
